mean;1
19089.5;286.7524060595699
18222.1;283.0492166525441
17532.4;305.1851124434848
17010.4;368.62921040240997
16675.6;2397.3035593587815
16480.2;1103.7876801528191
16407.6;797.7169709328529
17260.1;592.5569874141497
19610.2;378.4920820710477
22457.7;386.38895527939803
23946.3;623.0439703966474
24185.4;475.2623380828735
23399.3;293.6404701574457
22040.1;272.8533759400915
22585.1;293.74119966554287
24299.4;334.4760650558392
24481.8;409.4986272434694
23958.7;384.1614231642987
23923.2;306.73456184227354
24354.5;389.90620178509056
22847.1;461.8160543931301
21700.7;474.4542609296344
21331.4;460.24950790175717
20830.0;476.590976674569
