sep=;
dias;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total
18;21461.20;20730.40;19942.40;19254.40;18934.70;18587.20;18149.00;19027.20;20405.40;22692.20;23842.40;23935.20;23611.90;21710.00;21802.70;22323.20;22782.20;23310.40;23667.20;24622.80;23671.40;22729.30;22456.40;21987.20;521636.50
19;21194.10;20472.20;19809.20;19186.50;18785.40;18520.30;18087.90;18542.40;19644.20;20481.30;20827.20;21161.70;21329.50;20927.10;20936.60;21155.70;21641.50;22246.20;22873.20;23848.50;23327.10;22305.50;22150.10;21535.10;500988.20
20;20782.00;20010.00;19294.90;18744.40;18380.40;18196.90;17833.20;18777.50;20814.40;24194.20;25292.80;25655.10;24931.80;23112.40;23653.50;25539.80;25679.20;25113.30;25022.80;25684.80;24607.60;23211.70;22864.10;22208.20;539604.90
21;21533.70;20865.70;20241.50;19678.90;19288.00;19016.60;18458.60;19130.10;20560.20;22348.30;23457.00;23492.40;23316.70;21479.10;21630.60;21592.80;21521.00;22870.10;23490.10;24590.00;23474.90;22929.60;22709.90;22058.00;519733.60
22;21063.30;20303.90;19626.50;19142.30;18785.80;18664.80;18265.70;19615.20;22357.20;25508.60;26507.70;26678.00;25623.70;24267.10;25252.10;27116.80;26871.30;26115.00;25160.60;25577.90;24201.20;23338.60;22861.00;21720.20;554624.60
23;20620.40;19904.50;19162.10;18682.90;18349.00;18052.20;17649.60;19001.00;21621.60;24686.50;25880.20;26305.70;25252.50;24229.90;25020.30;26920.40;26747.00;25752.30;25005.70;25475.60;24269.70;23182.20;22696.50;21708.10;546175.90
24;20604.80;19708.60;18981.70;18415.00;17947.60;17800.50;17353.30;18700.70;21014.90;24002.50;25234.60;25974.60;25049.80;23980.10;25045.40;26918.20;26779.00;26133.30;25021.10;25413.40;24040.30;23084.30;22706.10;21555.60;541465.50
25;20407.90;19624.90;19012.90;18437.50;18046.10;17866.50;17642.70;18954.00;21412.10;24418.60;25490.30;26062.90;25195.90;24114.10;24953.10;26881.10;26708.80;25836.90;24876.70;25536.20;24179.50;23378.40;22937.10;21848.40;543822.60
26;20827.20;20023.60;19396.00;18821.90;18160.60;17713.80;17448.20;18864.00;21659.10;25107.60;26322.70;26464.10;25601.60;24532.40;25509.80;27416.70;23910.60;25955.10;25770.50;26339.10;25006.70;23935.40;23641.60;22759.60;551187.80
27;21702.50;20853.00;20200.50;19623.90;19217.40;18881.60;18526.50;19741.00;21586.90;25000.30;26223.70;26391.00;25532.60;24087.70;24594.30;26457.60;26457.20;25815.10;25601.00;26172.80;24811.20;23791.00;23637.10;23037.50;557943.50
28;22201.40;21556.00;20893.00;20271.00;19849.80;19536.10;19131.20;19919.00;20938.90;22757.20;24160.50;24357.70;24089.30;22514.10;22426.30;22228.60;22065.30;23408.00;23844.50;24887.20;23987.50;23542.00;23302.90;22474.70;534342.20
29;21564.40;20830.10;20187.30;19731.20;19415.10;19342.00;18966.60;18826.70;20802.10;25781.10;26875.50;27363.20;26286.20;25090.30;25051.60;26129.40;25128.30;27341.60;26215.90;26596.60;25332.50;24686.00;24130.40;23048.90;564722.80
30;21988.50;20929.50;20295.60;19928.90;19589.50;19515.30;19089.90;19872.00;22482.60;25447.50;26730.40;27275.10;26445.80;25387.00;26196.80;27898.90;27877.80;26972.70;25900.70;26382.30;24929.20;23877.70;23591.10;21820.30;570425.40
1;21797.10;21014.00;20342.60;19824.80;19476.70;19181.50;18739.20;19075.80;19818.40;19982.00;18703.60;19665.10;21609.90;21453.50;21532.80;21554.60;21340.70;21250.90;21683.80;23191.40;23283.80;23418.70;23203.60;22341.30;503485.80
2;21516.60;20840.80;19179.80;18229.60;18001.40;17748.90;18688.50;19699.50;22572.50;22555.20;23722.20;24412.20;26045.00;25148.60;26012.40;27448.80;27398.40;26770.50;25961.80;26553.20;24273.80;23520.20;23835.90;22611.20;552746.90
3;20200.40;19391.20;19726.30;19254.60;18958.50;19043.60;18574.50;19491.70;21715.30;24256.40;25278.50;26359.70;26079.60;24544.70;25014.00;26612.90;26697.40;26215.20;25765.40;26160.50;24598.70;23734.40;23572.90;22750.70;553997.30
4;21800.30;21050.20;20365.70;19797.30;19483.60;19427.30;19021.60;19690.90;21639.20;24542.20;25420.10;25799.10;25065.90;23036.20;23406.00;25264.20;25322.90;24879.60;25302.20;25698.00;24232.90;22196.00;20871.10;22128.60;545441.10
5;21596.60;20979.00;20220.00;19536.70;19034.80;19054.40;18601.50;19194.60;19954.70;21605.90;21381.10;23224.40;23158.50;21722.10;22065.60;22202.90;22331.10;23317.70;23573.80;24504.30;23618.90;23238.30;23018.00;22280.10;519415.10
6;21570.50;20825.90;20093.50;19582.50;19157.70;19050.60;18302.30;19379.00;22106.90;25113.50;26527.40;26984.90;26068.20;24948.60;26294.20;28206.00;28064.40;27281.40;26195.30;26555.70;25365.40;24553.50;24141.70;23096.00;569465.30
7;22083.10;21299.40;20663.20;20224.40;19694.80;19484.60;19017.50;18488.60;22799.80;25357.00;26607.60;27005.00;26107.10;25217.80;25909.10;27659.30;27549.80;26756.90;25848.10;26307.90;24948.20;24144.30;23673.00;22678.10;569524.70
8;20960.90;19187.90;18688.80;18873.70;18641.60;17331.70;17699.60;18693.30;21347.20;25188.60;26540.00;26492.80;25774.70;24711.00;25547.30;27325.50;27278.80;26410.70;25714.00;26380.80;24935.40;23985.20;23721.80;22639.90;554071.20
9;21526.40;20789.30;20156.10;19606.40;19244.50;19007.10;18682.60;19739.50;21808.20;24680.20;25958.00;26409.00;25660.00;24021.90;26051.00;27612.20;27167.50;26410.50;25887.00;26542.00;25206.60;24342.60;23904.80;22909.80;563323.40
10;21875.90;20984.80;20292.40;19695.00;19250.00;19068.40;18649.30;19230.60;21947.90;25084.00;26220.40;26756.00;26093.10;25364.30;26621.10;28443.90;28137.30;27523.20;26595.20;27002.60;25235.40;24112.20;24612.60;23799.80;572595.30
11;22957.00;22036.40;21233.80;20573.50;20228.50;19457.70;19135.70;20158.30;21920.50;25527.20;26964.70;26787.70;25573.30;24142.60;24535.30;26244.00;25972.30;25513.00;25882.70;26395.30;24841.00;23631.30;23685.30;23212.90;566610.00
12;22640.90;21910.90;21243.00;20637.50;20329.40;19999.70;19527.20;20302.80;21285.40;23100.50;24413.80;24249.70;24216.50;22448.80;22473.70;22662.00;22258.60;23853.30;24163.70;25117.70;24280.60;23895.60;23880.30;22129.20;541020.80
13;19886.30;20695.20;20154.70;19576.70;19295.00;19139.30;18904.80;20075.90;22965.70;26067.40;27270.20;28025.30;27024.20;25927.90;26525.90;28493.60;28481.20;27715.50;26817.90;27396.00;26140.00;25101.00;24658.10;23466.40;579804.10
14;22303.50;21615.90;20899.00;20244.40;19640.50;19298.30;19056.10;20525.90;23265.40;26093.70;27583.60;28155.00;27314.70;26231.30;27054.90;28853.30;28813.80;27874.90;27190.70;27919.30;26745.70;25753.70;25178.80;23968.10;591580.40
15;22847.80;21892.30;21245.70;20650.00;20208.70;19809.70;19554.50;20911.70;23467.60;26539.90;28007.20;28378.80;27503.90;26433.50;27122.10;28945.40;28856.30;28118.70;27313.20;28000.80;26715.70;24301.00;25257.60;24250.20;596332.30
16;23047.50;22085.10;21362.40;20768.90;20384.90;20059.10;19667.30;20626.80;23485.60;26531.10;27117.10;26963.70;26906.60;25859.50;26490.00;28702.30;28788.70;28004.30;27026.50;27644.20;26481.40;25548.10;25330.70;24354.60;593236.30
17;23031.70;22124.60;21413.70;20756.10;20296.80;19774.40;19666.60;20731.30;23325.70;26345.60;27497.90;28008.30;27234.80;26183.00;27249.60;28985.40;28726.80;27938.70;27187.80;27688.80;26321.50;25179.10;25105.10;24254.20;595027.40
18;23285.90;22540.70;21864.50;21342.80;20889.60;20358.70;19929.60;20751.10;22401.60;25572.30;26162.60;26145.90;25397.30;23330.60;23542.20;25314.70;25527.00;25187.70;25484.60;26287.50;25083.80;23963.70;23778.80;23314.70;567458.00
19;22597.10;22028.20;21391.40;20819.20;20561.10;20263.50;19675.30;20193.90;21302.70;23008.70;24346.50;24449.60;24173.40;22640.60;22622.10;22790.90;22822.90;23100.50;24466.80;25563.80;24653.80;23813.10;22720.90;21611.50;541617.40
20;20588.40;19688.70;18972.50;18547.10;18197.50;18048.40;17589.40;18634.80;21390.20;24623.10;25729.50;24304.00;23242.20;21735.20;21974.20;23573.40;24665.60;23815.90;22744.10;22822.00;21666.00;20323.20;19627.90;19702.80;512206.20
21;18863.60;18300.50;17085.70;16292.70;16897.60;16997.60;16893.20;17596.60;19904.00;19409.80;21684.10;23135.60;21939.80;20477.50;21137.80;22976.30;23637.00;23428.90;23166.10;23986.20;22939.40;22092.70;21648.90;20735.00;491226.30
22;19789.90;19130.00;18592.70;18233.00;17519.70;17728.00;17841.10;18313.10;19606.70;21468.40;22277.60;22087.40;20800.60;19378.50;20249.20;22229.70;22581.70;22207.70;21976.50;22511.90;21537.40;20695.20;20249.50;19311.20;486316.90
23;18480.40;17702.50;17096.80;16863.10;16712.90;16787.90;16822.40;18364.10;20928.10;23996.30;24623.00;24898.80;23683.10;22268.40;23046.70;24642.80;24788.20;24359.70;24129.80;24544.20;23484.00;22652.40;21837.30;20611.30;513324.30
24;19354.20;18092.00;17643.40;17159.80;16904.50;16771.20;16755.50;17707.70;19599.20;22225.70;22835.10;22709.50;21632.10;18756.00;18450.60;20081.30;22148.40;22002.90;22093.00;22736.30;21761.10;20798.00;20439.00;19714.90;478371.40
25;18768.60;18226.60;17675.60;17063.20;16943.60;16902.90;16811.30;17291.10;18365.90;21195.20;22741.50;22790.00;21693.10;19891.60;20071.30;21428.20;21775.90;21656.30;22031.70;22915.80;21646.10;20736.40;20517.30;19581.60;478721.10
26;18006.50;17270.40;16346.50;16337.00;16208.00;16099.20;15847.80;16639.40;17569.30;19157.50;20905.20;21215.00;20670.80;19202.70;19004.90;17770.20;17881.20;19142.90;19862.20;20019.40;19566.00;19283.10;18747.90;17921.50;440674.80
27;17124.20;16566.20;16083.50;15724.40;15683.80;15919.30;15861.20;16830.30;18677.20;20342.00;20593.20;20601.60;19567.60;18393.80;18997.40;20949.20;21585.10;21276.50;20888.20;21463.30;20614.00;19722.40;19085.40;18161.80;450711.50
28;17225.30;16587.10;16084.60;15897.10;15732.50;15665.00;15578.20;16801.20;19315.70;22397.10;22939.50;24803.90;23837.50;22944.50;24045.40;26048.00;26218.70;25399.90;22252.60;24536.60;23930.40;22836.40;22070.90;20818.80;503966.90
29;19726.80;18851.50;18114.30;17592.80;17244.80;17106.10;16854.70;18673.10;21376.10;24433.20;25787.20;26194.30;25364.40;24542.30;25577.00;27412.70;27105.60;26273.00;25329.40;26117.10;24860.00;23871.60;23295.10;22070.80;543773.90
30;21031.50;20164.80;19560.80;19119.10;18642.90;18353.30;17937.00;18790.20;20718.60;23773.60;21140.70;23237.60;24143.50;23167.70;23812.90;26228.10;26855.30;26321.40;25538.00;23859.90;22789.90;23692.60;23483.10;22357.40;534720.00
31;21307.00;20397.40;19703.60;19108.30;18646.70;18347.40;18295.50;18443.10;20344.00;24963.60;26140.90;26702.00;25925.80;25021.00;25951.40;27578.00;27987.30;27803.80;26865.60;27496.30;26169.90;24923.60;24592.50;23524.80;566239.70
1;22528.50;21722.20;21036.30;20441.10;20055.60;19799.70;19503.20;20546.60;22468.60;25533.80;26298.70;26943.00;26410.00;24578.00;25018.00;26882.00;26234.10;25729.80;25840.50;26597.30;25418.40;24192.40;23940.00;23281.40;570999.50
2;22534.60;21707.20;21054.00;20508.90;20186.00;19856.70;19394.90;20310.90;21639.40;23523.90;24714.10;24782.90;24482.70;23048.70;23358.90;23411.90;23316.20;24628.70;24856.50;25967.70;24932.60;24212.70;24014.30;23415.30;549859.80
3;22581.10;21899.00;21160.90;20567.30;20205.70;19821.60;19226.70;20038.80;21496.30;23667.00;25147.70;25325.80;25174.60;22687.80;23025.40;23246.20;23429.50;24582.70;24900.10;25993.70;25414.90;25013.90;24816.90;23760.70;553184.30
4;22585.10;21882.90;21157.10;20650.60;20374.60;20039.30;19672.80;21345.80;24085.50;27147.60;28070.20;28455.80;27072.10;26376.80;27376.60;28844.90;28601.40;27226.10;26505.50;27464.90;26518.20;25700.20;25486.50;24325.30;596965.90
5;23139.50;22184.10;21390.50;20868.30;20489.10;20234.20;19895.70;21334.10;24046.00;26914.80;28011.10;28274.50;25791.40;26456.30;27353.30;29050.00;29056.60;28609.60;27695.80;28309.40;27308.90;26357.80;25920.30;24623.30;603314.70
6;23379.30;21414.30;19890.00;19839.00;20648.00;20252.70;19868.00;21240.00;23908.80;26899.20;27923.80;27807.80;26936.40;25818.80;26953.40;28982.60;28543.00;27784.00;27089.10;27852.30;26662.30;24203.60;24447.80;24283.40;592627.50
7;23068.50;22029.10;21107.40;20669.40;20249.10;20007.60;19617.90;20810.10;23176.20;26386.70;27526.70;27339.20;26094.40;24977.00;26184.90;26517.00;27079.60;26997.60;26335.10;26869.10;25719.70;24609.80;24286.10;23480.30;581138.60
8;22508.10;21674.60;21077.10;20548.20;20091.00;19776.10;19548.30;20592.60;22793.20;26121.30;27320.80;27541.80;26572.10;24798.30;25451.40;27411.20;27140.70;26071.10;25744.00;27149.20;25237.50;24258.90;24104.10;23336.30;576868.00
9;22472.40;21791.10;21009.40;20347.40;19891.50;19762.30;19548.60;20268.50;21454.60;23326.30;24437.50;24584.30;24555.00;23092.70;23097.60;23151.80;23333.80;24441.40;24810.50;25949.10;25176.40;24840.00;24737.40;23957.10;550036.90
10;22858.40;22041.10;21371.80;20865.90;20543.00;20244.40;19884.20;21343.70;22916.10;25773.70;27820.00;28431.50;27550.10;26359.90;27183.00;29040.30;28863.70;28125.50;27112.60;27794.50;26768.60;25963.20;25657.80;24449.10;598962.00
11;23285.20;22377.60;21756.30;21135.30;20721.90;20354.50;20175.60;21216.60;23297.80;26008.50;26732.80;26603.90;25345.60;23924.30;24714.30;26532.00;26379.70;26087.10;25695.00;26356.30;25478.60;24678.60;24342.50;23340.60;576540.50
12;22182.90;21330.00;20758.90;20306.90;20022.20;19790.20;19524.90;20397.80;22569.20;25687.10;26075.30;26014.70;24378.70;22375.20;22987.50;24867.00;25422.10;24998.00;24053.30;24852.30;23864.70;23142.90;22632.50;21728.20;549962.50
13;20779.70;20182.10;19460.00;19130.70;18865.00;18714.20;18682.10;20128.40;22377.50;25307.00;26868.90;27328.40;26223.50;25064.50;25863.50;28048.70;28210.80;27457.80;26231.00;26991.30;26001.90;25154.90;24825.90;23754.50;571652.40
14;22548.40;21731.90;20989.80;20321.50;19899.60;19686.50;19552.90;19638.50;22541.30;26624.80;27709.50;27978.90;27128.70;26090.60;27149.50;28942.30;28876.60;28036.40;27111.30;27764.20;26351.10;25194.10;24780.50;23964.20;590613.30
15;22931.90;22144.30;21466.60;20944.30;20482.40;20068.70;19684.20;20543.90;22769.40;25890.50;26875.30;27149.00;26593.30;24861.60;25374.40;27400.40;27623.10;27235.70;26884.10;27307.20;26187.70;24901.60;24619.00;24148.70;584087.30
16;23350.40;22640.30;22036.90;21469.00;21018.60;20528.90;20019.70;20805.90;21674.90;23568.30;25044.40;25009.60;24585.80;22771.10;22715.60;23071.60;23341.90;24524.50;24865.20;25842.60;24859.40;24608.60;24656.00;24147.10;557156.50
17;23380.80;22656.10;21989.60;21472.20;21065.20;20522.50;20224.30;21692.10;23916.20;26909.70;28322.70;28738.40;27586.60;26216.90;27231.10;29355.70;29321.30;28585.30;27773.20;28317.40;27221.90;26449.30;26119.80;25143.10;610211.20
18;24014.20;23111.50;22380.10;21853.00;21507.80;21220.20;20940.10;21206.90;22987.50;25336.30;26206.70;26010.70;25494.70;25678.10;27371.20;29616.00;29562.30;28994.80;27990.40;28784.80;27696.20;26515.40;26379.90;25406.50;606265.40
19;24162.30;23234.10;22541.60;22109.00;21731.30;21519.40;20991.40;22151.30;24669.50;27762.70;27167.70;25465.80;25529.30;25611.80;26791.50;29637.70;29997.90;29338.60;28191.70;28620.60;27353.00;26408.30;26161.00;25049.90;612197.30
20;24012.40;23272.20;22580.20;22010.70;21647.00;21487.30;21205.90;22305.00;24874.80;27960.90;28820.00;28179.30;27182.90;25732.60;26927.00;28966.50;28970.40;28335.10;27629.40;28158.50;27058.50;26301.50;25951.30;24928.90;614498.20
21;23818.70;23077.10;22102.20;21490.70;21140.50;20830.00;20795.40;21935.80;24291.90;27384.30;28221.50;28139.90;27588.40;26352.10;27162.90;29240.10;29322.30;28643.10;28062.30;28645.40;27294.60;26146.10;25962.90;25115.60;612764.00
22;24223.20;23362.00;22718.80;22090.30;21376.70;20768.00;20533.30;21377.40;23246.20;26405.10;26749.70;27384.40;27003.60;25259.00;25808.80;27801.90;27770.20;27092.00;26954.50;27773.00;26593.20;25441.50;25331.70;24879.90;597944.40
23;24176.60;23455.90;22642.90;21974.90;21539.30;21118.50;20763.50;21400.10;22566.00;24362.30;25722.30;25681.00;25482.20;23842.00;24216.50;24162.10;22629.70;24206.80;25015.60;26093.60;25113.50;24480.90;24399.90;23910.70;568956.60
24;23315.20;22647.10;22107.50;21677.60;21273.60;20833.70;20312.20;20880.00;21784.30;23783.80;25167.60;25442.60;25040.80;23228.50;23267.00;23289.80;23426.40;24855.50;25445.90;26618.40;25713.60;24713.00;22374.80;21666.70;558865.50
25;21521.60;22881.10;21739.40;21469.50;21122.30;20836.60;19556.60;21843.60;24688.10;27233.60;28288.80;28649.80;27137.90;25190.20;25590.90;25513.10;24952.00;24635.30;24243.90;23675.80;23216.60;23379.50;23418.50;22422.40;573207.20
26;21562.40;21004.90;20388.50;19958.20;19624.20;19420.50;9520.60;19387.90;22272.00;24964.00;25965.10;26083.70;24804.60;23493.30;24272.60;26149.70;26499.50;25999.00;25589.90;26395.20;25269.70;24349.80;24108.90;22997.70;550081.90
27;21967.60;21218.70;20455.50;19943.60;19558.40;19544.60;19331.60;20558.60;23049.20;25927.30;26998.10;27069.10;25917.10;24594.10;25317.10;27207.40;27583.70;27087.40;26440.30;26829.60;25583.20;24536.10;24390.40;23591.50;574699.90
28;22388.20;21627.40;20954.10;20336.30;20041.40;19718.50;19580.70;20674.00;23401.40;26437.70;27538.00;27648.10;26795.20;25444.10;26282.30;28231.80;28169.10;27458.80;26586.80;26732.10;25084.00;24267.60;24275.50;23475.90;583148.90
29;22318.10;21734.00;21126.80;20661.50;20288.10;19950.10;19669.50;20420.60;22238.70;25540.40;26715.30;26043.20;24973.10;24259.20;24754.40;26786.10;26683.30;26130.80;26377.90;26866.10;25708.70;24605.10;24582.90;23976.90;572410.80
30;23162.80;22383.60;21652.10;21308.10;21040.80;20679.90;20296.00;21111.70;22338.80;23993.00;25159.70;25044.40;24617.40;22394.50;22500.30;22646.50;22622.10;23904.50;24367.00;25521.80;24607.80;23948.90;23892.70;23393.40;552587.80
1;22798.10;22105.50;21492.40;20983.40;20689.90;20410.20;19996.30;20432.70;21330.00;23513.90;24659.40;24772.50;24554.00;22665.70;22701.60;22821.20;22790.70;24138.00;24482.20;25732.50;24837.00;24553.50;24415.70;23111.80;549988.10
2;21157.70;21660.60;21440.50;20889.60;20524.50;19879.10;19703.20;20777.90;23608.50;26232.30;25977.90;26872.00;26256.50;25101.00;25880.20;28005.50;27944.10;27392.10;26593.10;26877.20;25759.00;24686.10;24458.90;23466.60;581144.00
3;22417.60;21522.20;20840.10;20196.40;19823.50;19513.00;19188.60;20427.20;22821.30;26025.40;27129.50;27596.40;26670.90;25373.70;26117.00;28059.40;28211.80;27582.10;26621.70;27080.50;26075.70;25157.60;24754.40;23725.60;582931.50
4;22573.10;21714.30;21069.90;20411.90;19916.50;19544.50;19172.80;20359.90;23006.00;26247.10;27275.20;27490.90;26458.40;25294.50;26178.20;27785.20;27847.70;27084.80;26130.20;26606.90;25547.00;24679.40;24354.80;23494.80;580244.20
5;22445.00;21474.70;20433.30;19559.60;19323.40;19125.60;18908.10;19617.70;22002.60;25219.30;26260.40;26589.20;26323.20;25197.30;26084.60;27556.80;27489.70;26986.90;26161.40;26555.90;25526.80;24307.40;24315.40;23552.90;571017.30
6;22762.20;22059.30;21462.10;20989.20;20636.20;20238.30;19748.40;20921.20;22849.20;25692.80;26936.60;27147.90;26629.80;24901.90;25462.80;27186.10;26924.20;6372.90;19519.60;26890.20;26224.60;24957.30;24853.40;24149.10;555515.10
7;23420.40;22719.30;21962.20;21520.60;21231.10;20858.10;20196.70;20653.70;20922.90;22837.30;24512.30;24656.90;24272.20;22593.00;22681.20;22882.50;22831.30;24094.30;24411.60;25334.60;24485.50;24126.60;24175.20;23539.50;550919.00
8;22025.20;21204.00;20959.40;20576.80;20202.70;20020.40;19809.20;21196.10;23755.80;25892.30;27835.20;28185.20;26918.20;24214.50;26328.00;28545.90;28512.90;27750.30;26136.60;26178.90;26150.00;25325.40;25132.80;23990.30;586846.20
9;22751.30;21963.00;21160.20;20605.10;20159.80;19766.60;19398.90;20971.30;23261.20;25795.80;27478.60;28076.10;26995.10;26126.20;26989.50;29118.40;29160.00;28675.90;27440.10;27876.20;25543.70;25392.30;25147.60;23687.90;593540.80
10;22825.10;22037.10;21339.60;20610.20;20101.10;19591.20;19406.70;20682.00;22983.60;25866.40;26831.40;26771.50;26129.10;25208.40;26005.70;27598.20;27373.90;26739.90;26060.30;26715.60;24697.70;23155.00;24403.90;23712.50;576846.10
11;22542.70;21644.10;20697.40;20299.20;19900.30;19661.10;19309.40;20314.30;23138.90;26247.10;26686.30;26464.00;25138.30;23732.50;24673.10;26981.90;27294.90;26908.50;25926.70;26493.90;25184.10;24353.60;23992.80;22997.40;570582.50
12;21985.70;21201.10;20694.50;20178.30;19820.10;19586.20;19247.70;20603.00;23177.60;25986.00;27077.40;27316.00;26319.10;25389.50;26364.60;28046.00;27743.10;27105.90;26284.10;26572.40;25376.60;24212.40;24023.40;23365.60;577676.30
13;22489.60;21673.40;21046.70;20485.20;20165.80;19920.10;19434.80;20440.60;22356.30;25364.20;26443.90;26551.40;25841.00;24110.10;24420.60;26631.70;26693.00;25845.80;25648.90;26132.30;24957.90;23861.80;23606.20;23082.50;567204.10
14;21144.30;21869.70;21312.30;20718.40;20251.00;19761.70;19333.50;20286.30;21371.50;23320.30;24460.60;24505.00;23951.60;21969.80;21973.70;21592.80;21538.60;22908.70;23561.20;24788.60;24284.60;24066.80;23968.70;23282.40;536221.90
15;22271.00;21589.10;20982.30;20102.80;19336.80;19498.20;19089.90;20729.90;22430.40;24258.50;25442.80;25930.40;24823.20;23880.60;25337.60;27477.00;27769.00;26904.50;25672.00;26295.50;25084.60;24142.80;23812.50;22858.80;565720.40
16;21832.70;21046.80;13803.00;16088.50;17837.80;18701.30;18396.90;19860.30;22713.30;23959.20;25414.30;25905.20;25148.10;24718.90;25921.30;27351.90;27054.90;26141.20;25203.30;25710.10;25184.70;24782.10;24716.20;23734.90;551227.00
17;22546.70;21652.50;20968.30;20439.00;19883.80;19760.40;19393.70;20714.00;23556.70;25384.90;26000.30;26487.40;26782.30;26078.60;26873.80;29006.90;28873.50;27987.90;26951.00;27327.00;26200.30;25300.90;24970.20;23893.30;587033.40
18;22931.20;22115.60;21401.20;20850.80;20487.20;20252.90;19861.90;20134.30;22232.70;25138.70;26386.10;26443.40;25279.60;25071.70;26287.90;28801.30;28830.60;28109.20;26854.40;27424.90;26037.80;25043.40;24249.00;23640.10;583865.90
19;22687.30;21896.70;21268.70;20800.00;20450.70;20286.70;19885.80;21220.40;23519.20;26255.50;26468.60;27514.10;26263.70;25155.20;26292.90;28215.40;27799.40;27310.30;26533.50;27258.80;26428.40;25311.20;24979.00;24300.40;588101.80
20;23407.40;22639.00;21995.10;21514.20;21194.70;20844.10;20468.80;21051.30;21724.80;22193.50;22061.70;22052.10;21835.90;22032.10;22737.00;23626.20;24241.60;24261.60;24670.50;25602.90;25123.40;24677.10;24506.20;23884.70;548345.90
21;23164.30;22648.30;22060.00;21248.90;20786.60;20781.60;20162.90;20698.80;21860.30;23709.00;25073.20;25224.90;24991.00;21763.60;22466.40;23355.50;23577.60;25124.00;25558.20;26656.50;25638.00;25170.70;24981.70;24141.20;560843.20
22;23172.50;22340.60;21570.60;21106.00;20614.10;20337.60;20012.80;21337.50;24217.00;27226.90;28056.30;28415.80;26478.00;26512.00;27043.70;28770.10;28749.00;28367.80;27122.60;27789.80;26605.40;25810.60;25497.80;24396.40;601550.80
23;23058.30;22197.60;21511.10;20824.90;20326.10;19844.70;19189.10;20670.90;23399.20;26456.10;27543.10;27760.70;26654.80;25798.70;26793.60;28440.10;28485.30;27959.50;26744.40;27284.00;26296.20;25603.80;25396.20;24260.80;592499.20
24;22907.00;21880.30;20851.50;20105.30;19836.70;19867.30;19698.90;20860.40;23304.10;26122.60;27158.50;27554.00;26358.40;25375.50;26435.90;28603.80;28328.40;27715.20;26934.70;27647.50;26414.10;25609.40;25334.60;24242.30;589146.40
25;23084.40;22108.30;21463.20;20978.30;20559.10;20374.20;20207.20;21385.90;23710.80;26785.90;28086.70;28375.00;27296.60;26419.40;27234.70;29137.80;29011.00;28424.00;27282.30;27856.40;26593.90;25673.90;25602.00;24603.80;602255.00
26;23342.50;22420.90;21586.20;20936.30;20500.80;20305.20;19853.00;20222.40;16957.80;22704.40;25500.30;26865.60;26915.70;25970.40;27089.20;29005.20;28035.70;27027.90;26662.60;27183.10;25866.90;24671.40;24655.50;23730.30;578009.50
27;22779.70;21994.00;21378.30;21016.70;20631.40;20377.10;20003.70;20244.10;21157.20;24095.40;25679.40;26316.50;25842.40;24313.60;24622.60;26352.00;26279.40;25747.20;25919.20;25485.70;24321.70;23891.40;23920.90;23392.50;565762.30
28;22561.70;21891.60;21286.50;20872.60;20543.20;20336.00;19938.10;20117.00;21153.70;22662.80;23472.60;23708.00;23635.20;22977.80;23019.50;23052.80;22874.90;24026.00;24317.00;25406.70;24577.70;24299.50;24225.30;23338.00;544294.00
29;22450.60;21621.10;20835.90;20339.00;19842.10;19631.80;19203.60;20684.60;23615.30;26956.80;27956.60;28304.80;27208.00;26065.50;26989.70;28652.90;28588.90;27975.60;26701.10;26842.60;24838.10;24132.10;24038.10;22981.60;586456.20
30;21806.10;20880.30;20237.40;19692.40;19213.10;19034.90;18835.30;20322.00;23173.50;25777.90;27266.10;27453.20;26435.40;25678.40;26681.80;28507.40;28462.40;27845.40;26712.00;26988.50;25886.10;25011.40;24809.00;23704.00;580413.80
31;22490.40;21581.20;20817.90;20192.80;19678.80;19461.90;19060.60;20529.30;23363.80;26048.10;27174.80;27799.10;26823.30;24235.80;27082.00;29010.80;28837.50;28141.80;27269.20;27761.60;26626.90;25733.00;25461.00;24214.40;589395.90
1;23072.20;22090.90;21338.90;20634.10;20170.60;19743.20;19317.60;20868.20;23476.60;26844.10;27984.70;28157.10;27479.80;26326.00;27205.70;28864.10;28695.50;27871.00;27189.40;27985.70;26791.80;26268.40;26135.00;24601.50;599111.90
2;23669.50;22880.90;22061.60;21408.90;20291.00;20149.10;20141.20;21581.40;24378.20;27213.90;28282.40;28428.70;27299.90;25885.80;27562.50;29502.10;29466.10;28624.10;27608.30;28207.80;27139.20;26063.80;24454.20;22502.00;604802.70
3;23186.00;22773.70;22371.90;21716.80;21267.90;20993.10;20448.70;21365.30;23354.80;26164.20;27357.20;27480.10;26813.00;25072.50;25513.10;27379.90;27664.30;27014.50;26717.00;27398.70;26269.90;24908.50;24883.60;24325.50;592440.30
4;23513.40;22929.10;22207.30;21609.40;21094.70;20746.80;20339.30;21012.40;22297.30;23981.50;25209.60;25132.50;24720.10;23238.50;23388.80;23507.70;23631.20;24972.50;25536.70;26735.30;26103.20;25835.30;25831.50;24997.50;568571.70
