mean,1
21279.03577235771,1847.330737528382
20479.59024390245,1653.6465705562941
19783.35162601626,1571.8511142486407
19264.06585365853,1497.8227840097293
18870.23130081301,1458.514497796154
18715.08008130082,1362.9180965890027
18510.559349593503,1380.3097354468566
19419.730894308934,1526.1940955349446
21867.332113821136,1751.0096276804984
24756.143089430898,2039.3769548998387
25853.201219512204,1993.1853408906475
26261.560975609747,1741.9984670737244
25425.852439024406,1875.4018392296255
24364.08861788618,1781.145295461151
25259.53577235772,1890.7252341905503
27057.94308943088,1785.8686034615203
26948.232520325208,1859.6502616767589
26288.022357723577,1689.943031773837
25827.223983739837,1597.095703480381
26040.912195121953,1600.7283213299545
24795.78292682926,1594.2295705274228
23818.706097560993,1612.0547994190558
23432.499593495926,1694.6087363115737
22456.887398373983,1646.4456997571206
