mean,1
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
63.784058823529406,70.24620208877108
1405.3431960784317,647.6151973475924
3397.176490196079,1323.4470531342065
5182.243156862744,1766.3630794683338
6472.301705882353,2035.5628856531875
7282.835764705883,2183.215823014505
7496.024470588233,2242.5820083309895
7182.959725490196,2204.471890406127
6297.8831568627475,2056.53850505606
4886.2381372549025,1757.8456761594746
3082.4044509803916,1252.0274405222806
1151.3109019607843,508.2742296019445
34.88392156862745,48.336223952991276
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
