0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
20283.3,19482.3,18814.8,18303.5,17953,17822.1,17160.4,18578.5,20929.9,23932.2,24987.6,25514.2,24696.1,23630.5,24767.4,26448.4,26457.6,25147.2,24434.1,24662.4,22777.3,22176.2,21761.4,20580.5
19602.7,18853.3,18145.6,17644.4,17187.6,17062.7,16994.5,18271.1,20764.6,23701.9,24660.1,25188.1,24464.2,23426.2,24527.8,26123.5,26052.6,25082.9,24556.5,24803.7,23356.7,22370.9,21988.9,21068.4
20220.1,19463.7,18824.7,18227.7,17827.3,17603.8,17501.4,18342.1,20089.9,23120,24525.6,24900,24203,22539.6,22930,24547.7,24537,24087.7,24032.2,24478.2,23090.6,22133.7,22015.3,21184.5
20490.4,19812.3,19176.3,18570.3,18096.5,17801.1,17409.7,18052,19232,21010.7,22190.9,22395.3,22049.8,20861.8,20924.4,20901.6,20850.8,21810.6,22254.4,23350.8,22383.3,21979.2,21852.8,21044
20157.9,19417.6,18796.6,18287.2,18015.8,17890.3,17666.8,19020.5,21903.1,24865.5,25827.8,25973.8,25175.6,24032.9,25195.4,27134.9,27131.1,26190.7,25015.3,25279.3,24072.3,23199.5,22752.6,21565.6
20448.8,19608.1,18953.4,18425.7,17972.1,17800,17681.4,16382.3,18667.5,21658,23687.7,24235.2,24772.8,23872.2,24883.5,27020.8,26911.3,26061.1,25096.1,25408.3,24165.1,23288.2,22692.3,21473.4
20375.3,19594.9,18921.9,18373.1,17869.6,17763.8,17466.8,18806.2,21368.1,24260.9,25467.8,25830.8,24811.9,23861,25223.8,27322.8,27204.3,26214.7,25355.9,25785,24534.4,23594.5,22837.3,21657.2
20626.5,19645.6,18857.8,18256.7,17815.7,17648.4,17536.8,18638.1,21532.3,24430.3,25655,25942.3,25057.2,24418.9,25412.5,27094.3,27007.6,26021,25246.8,25769.4,24458.5,23316.2,22758.9,22085.4
20968.2,20167.8,19473.6,18893.9,18510.4,18359.1,18248.5,18292.1,20681.3,24014,25201,25459.6,24875.5,24737,25817.2,27465.2,27289.5,26437.6,25858.8,26188.3,24732.9,23587.4,23236.7,22336.6
21401.5,20581.1,19946.2,19252.2,18896.8,18609.6,18213.1,19062.4,21123.7,24160.7,25204.7,25370.9,24762,23010.7,23504.5,25474.7,25473.8,24630.3,24556,25267.1,24003.5,22896.2,22548.9,21806.7
21172.1,20411.2,19641.8,19093.6,18678.3,18391,17937.9,18677.1,19928.2,22222.1,23530.4,23461.8,23222.5,21483.3,21660.7,19128.5,20343.6,22601.1,23694.3,24615,23530.3,22979.4,22655.8,21864.3
21037.1,20285.7,19597.8,19062.3,18757.8,18609,17737,19087.3,22171.4,25627.4,26756.8,26996.3,26222.3,24945.7,25915.2,27518.1,27519.7,26900.4,26226,26566.6,25326.3,24346.8,23962.2,22543.6
21873.8,21047.7,19784.1,18269.7,19165.2,19024.6,18625,19911.3,22492,25533.5,26585.6,25569.2,25652.1,24481.8,25584.2,27609.8,27470.7,26581.2,25644.6,25983,24873.7,23937.7,23243.1,22151.2
21073.7,20201.3,19336.1,18796.9,18442.5,18115.2,17831.4,19177.2,21695.9,24797,25757.4,26058.7,25350.9,24186.5,25122.5,26843.6,26356.3,24515.5,25023.7,25672.6,24674.8,23732.3,23295.6,22407.8
21461.2,20730.4,19942.4,19254.4,18934.7,18587.2,18149,19027.2,20405.4,22692.2,23842.4,23935.2,23611.9,21710,21802.7,22323.2,22782.2,23310.4,23667.2,24622.8,23671.4,22729.3,22456.4,21987.2
21194.1,20472.2,19809.2,19186.5,18785.4,18520.3,18087.9,18542.4,19644.2,20481.3,20827.2,21161.7,21329.5,20927.1,20936.6,21155.7,21641.5,22246.2,22873.2,23848.5,23327.1,22305.5,22150.1,21535.1
20782,20010,19294.9,18744.4,18380.4,18196.9,17833.2,18777.5,20814.4,24194.2,25292.8,25655.1,24931.8,23112.4,23653.5,25539.8,25679.2,25113.3,25022.8,25684.8,24607.6,23211.7,22864.1,22208.2
21533.7,20865.7,20241.5,19678.9,19288,19016.6,18458.6,19130.1,20560.2,22348.3,23457,23492.4,23316.7,21479.1,21630.6,21592.8,21521,22870.1,23490.1,24590,23474.9,22929.6,22709.9,22058
21063.3,20303.9,19626.5,19142.3,18785.8,18664.8,18265.7,19615.2,22357.2,25508.6,26507.7,26678,25623.7,24267.1,25252.1,27116.8,26871.3,26115,25160.6,25577.9,24201.2,23338.6,22861,21720.2
20620.4,19904.5,19162.1,18682.9,18349,18052.2,17649.6,19001,21621.6,24686.5,25880.2,26305.7,25252.5,24229.9,25020.3,26920.4,26747,25752.3,25005.7,25475.6,24269.7,23182.2,22696.5,21708.1
20604.8,19708.6,18981.7,18415,17947.6,17800.5,17353.3,18700.7,21014.9,24002.5,25234.6,25974.6,25049.8,23980.1,25045.4,26918.2,26779,26133.3,25021.1,25413.4,24040.3,23084.3,22706.1,21555.6
20407.9,19624.9,19012.9,18437.5,18046.1,17866.5,17642.7,18954,21412.1,24418.6,25490.3,26062.9,25195.9,24114.1,24953.1,26881.1,26708.8,25836.9,24876.7,25536.2,24179.5,23378.4,22937.1,21848.4
20827.2,20023.6,19396,18821.9,18160.6,17713.8,17448.2,18864,21659.1,25107.6,26322.7,26464.1,25601.6,24532.4,25509.8,27416.7,23910.6,25955.1,25770.5,26339.1,25006.7,23935.4,23641.6,22759.6
21702.5,20853,20200.5,19623.9,19217.4,18881.6,18526.5,19741,21586.9,25000.3,26223.7,26391,25532.6,24087.7,24594.3,26457.6,26457.2,25815.1,25601,26172.8,24811.2,23791,23637.1,23037.5
22201.4,21556,20893,20271,19849.8,19536.1,19131.2,19919,20938.9,22757.2,24160.5,24357.7,24089.3,22514.1,22426.3,22228.6,22065.3,23408,23844.5,24887.2,23987.5,23542,23302.9,22474.7
21564.4,20830.1,20187.3,19731.2,19415.1,19342,18966.6,18826.7,20802.1,25781.1,26875.5,27363.2,26286.2,25090.3,25051.6,26129.4,25128.3,27341.6,26215.9,26596.6,25332.5,24686,24130.4,23048.9
21988.5,20929.5,20295.6,19928.9,19589.5,19515.3,19089.9,19872,22482.6,25447.5,26730.4,27275.1,26445.8,25387,26196.8,27898.9,27877.8,26972.7,25900.7,26382.3,24929.2,23877.7,23591.1,21820.3
