0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
7771.808,7898.389,8218.869,8593.344,8945.237,9174.132,9246.482,9199.796,9196.504,9024.13,8850.107,8656.463,8273.39,8169.603,8260.375,8410.251,8622.783,9003.827,9767.191,10492.495,11074.818,11439.619,11624.132,11710.032
11633.659,11396.768,11095.094,10876.457,10690.127,10552.715,10504.809,10386.271,10012.911,9434.598,8675.176,7901.775,7275.623,6832.111,6634.505,6703.556,6775.834,6996.835,7359.72,7892.808,8424.43,8777.148,8913.534,8773.508
8473.791,8134.456,7825.713,7496.17,7231.472,6905.449,6664.783,6726.629,7087.628,7483.587,7610.385,7449.659,7124.418,6868.86,6992.458,7323.682,7805.032,8238.051,8554.304,8743.987,8765.672,8734.497,8719.936,8850.244
9141.517,9610.494,10158.792,10713.499,11074.434,11257.011,11271.197,11139.634,10961.984,10867.127,10746.287,10528.025,10269.867,10012.162,9864.007,9860.632,9967.738,10164.926,10395.99,10505.299,10601.109,10812.81,11049.008,11150.007
11293.758,11451.922,11598.4,11714.155,11808.89,11920.079,12081.222,12217.614,12320.314,12403.514,12480.992,12513.747,12513.883,12492.755,12480.9,12489.064,12481.462,12463.502,12513.746,12569.705,12583.833,12558.208,12481.241,12374.46
12348.313,12380.877,12454.645,12597.971,12629.408,12565.766,12503.926,12438.101,12325.968,12159.371,11993.577,11741.436,11385.144,10921.419,10412.539,9891.531,9723.123,9895.611,10050.475,10156.579,10183.726,10088.716,10012.47,9980.174
9943.087,9772.575,9711.796,9948.076,10318.962,10695.121,11029.643,11243.813,11329.981,11323.311,11134.888,10713.223,10131.196,9454.545,8794.134,8492.336,8540.536,8749.708,8881.99,8984.965,9127.182,9331.355,9439.365,9463.704
9547.74,9752.453,10038.928,10281.406,10309.581,10240.13,10112.867,9979.217,9890.767,9831.828,9518.052,8840.119,7944.077,7083.372,6372.135,5869.84,5690.194,5709.022,5767.401,5910.855,6150.73,6367.756,6453.893,6445.671
6326.731,6150.58,5954.491,5830.635,5658.547,5452.674,5363.166,5234.974,4876.602,4610.259,4334.807,3977.417,3583.425,3201.39,2942.591,2779.685,3013.508,3575.084,4358.363,5118.525,5757.163,6113.478,6280.99,6482.705
6703.524,6966.454,7485.215,8173.021,8559.361,8673.604,8728.823,8630.573,8237.887,7645.932,7187.172,6750.359,6377.155,6182.593,6221.283,6557.754,6979.963,7395.741,7841.813,8374.23,8796.214,8857.144,8817.435,8759.006
8623.107,8449.62,8203.943,8031.18,7840.069,7610.5,7386.293,7061.813,6726.012,6226.766,5616.967,5072.852,4508.619,3948.895,3569.775,3396.144,3499.648,3786.524,4166.454,4556.243,4929.553,5203.112,5288.502,5082.371
4788.062,4551.089,4525.046,4753.207,5001.49,5289.334,5617.155,5884.915,6099.222,6181.593,6032.286,5638.541,5088.524,4595.608,4163.466,3791.29,3752.468,3921.459,4143.537,4397.492,4738.841,5089.719,5418.109,5753.333
6076.843,6408.791,6905.384,7610.416,8008.15,8096.882,8113.888,7968.838,7624.643,7127.142,6634.837,6205.91,5867.643,5690.62,5576.243,5765.265,6332.59,7106.215,7769.819,8192.256,8391.347,8409.701,8499.51,8664.33
8849.924,9133.516,9516.882,9921.847,10139.516,10221.197,10395.983,10690.395,10983.476,11149.147,11262.981,11265.5,11108.799,10866.795,10642.843,10611.12,10692.004,10860.979,11071.011,11237.557,11250.489,11125.742,10920.754,10689.409
10400.255,10063.134,9726.513,9551.772,9542.772,9639.612,9719.276,9834.066,9919.895,9832.378,9610.971,9159.326,8622.705,8249.867,8049.156,8050.735,8051.215,8078.8,8178.785,8295.617,8446.933,8507.251,8440.509,8281.023
8116.209,8062.005,8123.326,8203.827,8205.044,8195.515,8169.758,8129.564,8134.896,8169.815,8121.552,8051.559,7900.231,7734.634,7541.351,7515.6,7734.584,8224.932,8850.046,9376.5,9712.938,9954.819,10219.196,10400.304
10410.456,10334.268,10125.183,9795.383,9240.734,8677.042,8444.286,8238.003,8014.611,7933.82,8068.213,8367.776,8533.863,8609.403,8634.162,8676.739,8761.603,8945.8,9101.103,9140.866,9174.007,9293.485,9423.542,9540.976
9591.292,9503.477,9279.193,9024.15,8772.412,8743.545,8945.204,9197.927,9248.337,9040.662,8945.483,8850.102,8623.13,8282.811,7892.83,7577.035,7453.062,7488.017,7610.434,7840.175,8204.009,8668.415,9389.029,10166.131
10834.997,11216.414,11455.627,11647.509,11687.374,11671.578,11727.708,11760.217,11603.281,11131.021,10395.985,9579.714,8728.128,8503.929,8544.361,8589.939,8831.206,9464.906,10273.627,10982.954,11479.39,11664.68,11582.127,11278.635
10900.378,10446.784,10063.261,9727.049,9668.29,9890.692,10339.501,10746.345,10894.239,10705.288,10309.39,9707.933,9010.392,8379.598,8049.12,8049.315,8107.96,8217.492,8474.031,8803.566,9068.783,9152.137,9047.126,8889.662
8725.513,8507.346,8272.089,8110.518,8190.806,8507.028,8981.647,9332.004,9591.134,9610.664,9610.976,9379.947,8800.585,8169.839,7469.499,6868.842,6372.129,6149.664,6050.429,6113.548,6469.303,6850.785,7061.226,7056.265
6821.369,6538.067,6368.81,6330.777,6368.212,6317.775,6282.512,6076.691,5740.667,5487.254,5329.998,5192.842,4841.074,4355.476,3933.675,3581.909,3283.95,3179.366,3359.67,3784.365,4344.627,4812.104,5140.719,5262.144
5325.426,5362.112,5617.206,6042.092,6522.023,6996.843,7451.129,7805.003,8128.0,8313.316,8092.378,7563.927,6899.287,6205.742,5690.347,5531.845,5817.09,6276.518,6832.089,7432.004,7938.707,8373.322,8641.85,8849.853
9024.402,9146.897,9240.335,9271.024,9125.95,8800.683,8582.872,8481.302,8431.262,8366.499,8473.938,8507.216,8315.022,7986.787,7709.808,7683.247,7907.32,8379.766,8913.892,9368.243,9712.374,9976.807,10120.245,10118.176
10070.647,10050.454,10080.125,10088.392,9835.016,9389.954,9043.77,8778.114,8463.637,8043.832,7692.443,7604.73,7696.835,8014.61,8443.114,8957.025,9610.332,10141.045,10472.816,10666.297,10713.185,10552.069,10143.051,9473.248
8589.976,7622.932,6777.819,6205.895,5861.751,5781.99,5899.035,6135.106,6150.404,6091.207,6127.372,6126.816,6033.645,5947.801,5910.687,5932.724,5999.132,6007.655,5984.531,5947.624,5976.874,6113.806,6168.237,6076.866
5814.789,5458.768,5100.222,4718.055,4469.515,4353.677,4226.672,4120.993,4041.147,3967.688,4016.218,4049.344,4016.462,4049.393,4353.217,4927.84,5513.277,5883.14,6159.648,6436.688,6703.689,6921.185,6868.87,6510.346
