kw
0
0
0
0
0
0
0
1811.148
5009.118
7236.49
8753.383
9487.354
9851.337
9183.431
7982.9
6119.049
4144.468
1368.252
0
0
0
0
0
0
0
0
0
0
0
0
0
1453.321
4452.365
6613.734
7444.822
8044.594
7837.846
7637.67
7191.258
5555.961
3300.395
970.859
0
0
0
0
0
0
0
0
0
0
0
0
0
1370.298
4103.059
6519.066
7874.283
8264.569
8322.072
9171.493
7894.718
5879.313
3352.566
670.547
0
0
0
0
0
0
0
0
0
0
0
0
0
1809.585
4796.952
7087.586
8638.534
9406.548
9824.007
9610.345
8569.036
6977.23
4471.664
1335.348
0
0
0
0
0
0
0
0
0
0
0
0
0
1797.735
4866.628
7368.709
8734.387
9612.439
9891.511
9586.381
8656.398
7060.759
4677.644
1532.684
0
0
0
0
0
0
0
0
0
0
0
0
0
2108.23
4368.336
6916.003
8784.302
9420.729
9627.065
9273.897
8727.559
7155.945
4775.897
1613.504
0
0
0
0
0
0
0
0
0
0
0
0
0
2512.966
5556.567
7817.105
9325.925
10198.814
10422.543
10062.23
9063.441
7410.539
4936.947
1682.691
0
0
0
0
0
0
0
0
0
0
0
0
0
2509.257
5503.205
7711.559
9179.88
10029.934
10226.954
9830.666
8841.711
7176.115
4756.268
1586.707
0
0
0
0
0
0
0
0
0
0
0
0
0
1479.32
4263.34
6652.461
8280.979
9184.282
9509.187
9198.695
8270.369
6560.449
4325.33
1399.099
0
0
0
0
0
0
0
0
0
0
0
0
0
2367.702
5339.822
7604.3
9104.276
9988.752
10263.272
9905.032
8927.901
7286.147
4900.633
1693.881
0
0
0
0
0
0
0
0
0
0
0
0
0
2601.097
5645.447
7914.194
9456.072
10320.746
10567.904
10212.713
9234.811
7548.765
5119.133
1842.018
0
0
0
0
0
0
0
0
0
0
0
0
0
2582.702
5512.775
7745.322
9291.618
10167.045
10440.816
10071.363
9112.461
7449.883
5005.428
1761.176
0
0
0
0
0
0
0
0
0
0
0
0
0
2507.915
5500.85
7701.104
9125.217
10003.494
10261.528
9926.975
8905.618
7244.547
4709.043
1516.434
0
0
0
0
0
0
0
0
0
0
0
0
0
2284.419
5113.501
7452.357
8989.504
9969.967
10274.06
9940.787
8943.025
7231.579
4716.661
1546.075
0
0
0
0
0
0
0
0
0
0
0
0
0
1553.54
4072.938
6374.492
8091.091
9228.821
9770.863
9601.797
8648.714
6972.337
4523.03
1464.277
0
0
0
0
0
0
0
0
0
0
0
0
0
2034.51
4283.969
6345.676
8032.451
9280.136
9720.389
9764.101
8647.95
6762.808
4290.421
1347.104
0
0
0
0
0
0
0
0
0
0
0
0
0
2585.946
5404.992
7383.859
8816.467
9916.544
9953.822
9565.126
8589.173
7269.38
4813.06
1690.703
0
0
0
0
0
0
0
0
0
0
0
0
0
2623.784
5645.523
7941.807
9479.193
10360.921
10620.231
10268.496
9273.971
7587.933
5118.754
1804.806
0
0
0
0
0
0
0
0
0
0
0
0
0
2660.202
5582.477
7799.002
9304.765
10171.338
10402.254
9998.481
8959.221
7246.989
4753.998
1575.341
0
0
0
0
0
0
0
0
0
0
0
0
0
1653.521
4954.625
7401.221
8853.451
9785.463
9880.648
9357.661
8339.676
6612.739
4249.475
1227.783
0
0
0
0
0
0
0
0
0
0
0
0
0
2486.441
5472.064
7633.972
9223.566
10058.006
9791.456
9615.798
8345.517
6713.032
3934.474
1171.736
0
0
0
0
0
0
0
0
0
0
0
0
0
2598.087
5576.483
7854.02
9375.657
10218.582
10468.993
10165.908
9211.463
7534.154
5054.247
1776.992
0
0
0
0
0
0
0
0
0
0
0
0
0
1335.807
4396.538
7443.561
9030.283
9875.81
10006.64
9508.751
8697.587
7104.908
4645.393
1483.46
0
0
0
0
0
0
0
0
0
0
0
0
0
1779.154
4474.104
6869.081
8380.247
9197.875
9506.816
8871.59
8085.219
5541.885
3234.103
922.826
0
0
0
0
0
0
0
0
0
0
0
0
0
1735.015
4376.939
6659.156
8209.377
9118.443
9346.951
9364.16
8482.867
6712.888
4301.706
1554.308
0
0
0
0
0
0
0
0
0
0
0
0
0
1722.691
4184.379
6640.545
8563.632
9567.288
10092.868
9656.038
8451.393
6603.968
4229.806
1153.443
0
0
0
0
0
0
0
0
0
0
0
0
0
2087.536
4896.469
7103.547
8706.817
9429.041
9630.157
9351.864
8385.041
7107.84
4766.379
1627.534
0
0
0
0
0
0
0
0
0
