mean;1
5777.8505;173.335515
5808.061088;406.5642762
5865.800044;527.922004
5979.365471;-59.79365471
6080.899588;-60.80899588
6185.114338;-309.2557169
6309.681926;-630.9681926
6434.251485;-64.34251485
6492.550485;584.3295437
6426.326735;514.1061388
6255.300294;187.6590088
5999.970191;-539.9973172
5703.115162;-285.1557581
5454.067088;-327.2440253
5300.945294;106.0189059
5255.474324;-262.7737162
5296.061221;317.7636732
5419.820529;379.3874371
5583.243412;111.6648682
5733.102574;229.3241029
5836.913206;583.6913206
5900.95675;-413.0669725
5955.248471;-535.9723624
5978.688853;538.0819968
